source	sample	population	superpopulation
sgdp	HGDP01414	Bantu_Kenya	AFR
sgdp	NA15763	Icelandic	WEA
sgdp	HGDP00548	Papuan	OCE
sgdp	HGDP00554	Papuan	OCE
sgdp	K1	Kapu	SAS
sgdp	HGDP01242	Hezhen	EAS
sgdp	lez42	Lezgin	WEA
sgdp	HGDP00338	Burusho	SAS
sgdp	HGDP01223	Mongola	CAS
sgdp	HGDP00530	French	WEA
sgdp	HGDP00903	Russian	WEA
sgdp	HGDP00775	Han	EAS
sgdp	HGDP01153	Bergamo	WEA
sgdp	HGDP00852	Surui	AMR
sgdp	HGDP01172	Bergamo	WEA
sgdp	NA13616	Ami	EAS
sgdp	HGDP00650	Bedouin_B	WEA
sgdp	B17	Brahmin	SAS
sgdp	IHW9118	Australian	OCE
sgdp	HGDP01228	Mongola	CAS
sgdp	HGDP00749	Japanese	EAS
sgdp	HGDP01297	Uygur	EAS
sgdp	HGDP01355	Tu	EAS
sgdp	HGDP00915	Mandenka	AFR
sgdp	HGDP01312	Dai	EAS
sgdp	BulgarianC1	Bulgarian	WEA
sgdp	tdj409_shugnan	Tajik	WEA
sgdp	R6	Relli	SAS
sgdp	abh107	Abkhasian	WEA
sgdp	Ale22	Aleut	CAS
sgdp	KD4	Khonda_Dora	SAS
sgdp	NA17385	Hawaiian	OCE
sgdp	HGDP00124	Hazara	SAS
sgdp	HGDP00702	Piapoco	AMR
sgdp	NA13604	Atayal	EAS
sgdp	HGDP00928	Yoruba	AFR
sgdp	HGDP01250	Xibo	EAS
sgdp	HGDP00846	Surui	AMR
sgdp	TZ-11	Crete	WEA
sgdp	I3	Irula	SAS
sgdp	HGDP00428	Burusho	SAS
sgdp	DNK11	Dinka	AFR
sgdp	Jordan603	Jordanian	WEA
sgdp	HGDP01034	Bantu_Tswana	AFR
sgdp	zapo0098	Zapotec	AMR
sgdp	HGDP00125	Hazara	SAS
sgdp	HGDP01320	Lahu	EAS
sgdp	HGDP00783	Han	EAS
sgdp	HGDP01333	She	EAS
sgdp	lez49	Lezgin	WEA
sgdp	abh100	Abkhasian	WEA
sgdp	AV-21	Crete	WEA
sgdp	HGDP00936	Yoruba	AFR
sgdp	Kor82	Itelman	CAS
sgdp	CHI-034	Thai	EAS
sgdp	NA17386	Maori	OCE
sgdp	Nlk3	Even	CAS
sgdp	mg27	Georgian	WEA
sgdp	ALB212	Albanian	WEA
sgdp	HGDP00157	Makrani	SAS
sgdp	HGDP01338	Naxi	EAS
sgdp	SAH41	Saharawi	AFR
sgdp	HGDP01028	Bantu_Herero	AFR
sgdp	HGDP00208	Sindhi	SAS
sgdp	IraqiJew1771	Iraqi_Jew	WEA
sgdp	Nesk_25	Eskimo_Naukan	CAS
sgdp	HGDP01364	Basque	WEA
sgdp	NA21490	Masai	AFR
sgdp	HGDP01078	Sardinian	WEA
sgdp	HGDP01035	Bantu_Herero	AFR
sgdp	SA0722	Khomani_San	AFR
sgdp	HGDP00796	Orcadian	WEA
sgdp	HGDP01047	Pima	AMR
sgdp	iran17	Iranian	WEA
sgdp	zapo0099	Zapotec	AMR
sgdp	HGDP01314	Dai	EAS
sgdp	HGDP00328	Kalash	SAS
sgdp	NA15203	Hungarian	WEA
sgdp	HGDP00474	Mbuti	AFR
sgdp	HGDP01345	Naxi	EAS
sgdp	HGDP00722	Palestinian	WEA
sgdp	Bu5	Burmese	EAS
sgdp	HGDP00195	Sindhi	SAS
sgdp	mixa0105	Mixtec	AMR
sgdp	HGDP01417	Bantu_Kenya	AFR
sgdp	Ayodo_81S	Somali	AFR
sgdp	NA21581	Masai	AFR
sgdp	Jordan214	Jordanian	WEA
sgdp	HGDP00887	Russian	WEA
sgdp	Sir26	Eskimo_Sireniki	CAS
sgdp	Utsa21	Saami	WEA
sgdp	HGDP01018	Karitiana	AMR
sgdp	HGDP01246	Xibo	EAS
sgdp	HGDP01335	She	EAS
sgdp	HGDP01032	Ju|'hoan_North	AFR
sgdp	I1	Irula	SAS
sgdp	HGDP00798	Orcadian	WEA
sgdp	NorthOssetia12	North_Ossetian	WEA
sgdp	HGDP00616	Bedouin_B	WEA
sgdp	DNK05	Dinka	AFR
sgdp	M4	Madiga	SAS
sgdp	ch113	Chechen	WEA
sgdp	Ale32	Tlingit	CAS
sgdp	NA11201	Quechua	AMR
sgdp	DNK07	Dinka	AFR
sgdp	Jordan445	Jordanian	WEA
sgdp	HGDP00457	Biaka	AFR
sgdp	SA0342	Khomani_San	AFR
sgdp	HGDP01044	Pima	AMR
sgdp	HGDP01030	Bantu_Tswana	AFR
sgdp	NA17374	Greek	WEA
sgdp	Bishkek28439	Kyrgyz	CAS
sgdp	Kayseri23827	Turkish	WEA
sgdp	HGDP01179	Yi	EAS
sgdp	HGDP01198	Miao	EAS
sgdp	HGDP00286	Kalash	SAS
sgdp	HGDP01323	Lahu	EAS
sgdp	Mansi41	Mansi	CAS
sgdp	Ayodo_502C	Luo	AFR
sgdp	Ale20	Aleut	CAS
sgdp	mg31	Georgian	WEA
sgdp	HGDP00717	Cambodian	EAS
sgdp	Dus16	Dusun	OCE
sgdp	tdj430_shugnan	Tajik	WEA
sgdp	SAH31	Saharawi	AFR
sgdp	B11	Brahmin	SAS
sgdp	YemeniteJew4695	Yemenite_Jew	WEA
sgdp	HGDP00027	Brahui	SAS
sgdp	HGDP01188	Yi	EAS
sgdp	Kusunda02	Kusunda	SAS
sgdp	HGDP01203	Oroqen	EAS
sgdp	Sir19	Chukchi	CAS
sgdp	Igor20	Igorot	OCE
sgdp	HGDP00058	Balochi	SAS
sgdp	HGDP01215	Daur	EAS
sgdp	Kayseri24424	Turkish	WEA
sgdp	Sir40	Eskimo_Sireniki	CAS
sgdp	Tuba9	Tubalar	CAS
sgdp	Y8	Yadava	SAS
sgdp	Nesk_22	Eskimo_Naukan	CAS
sgdp	HGDP01253	Mozabite	AFR
sgdp	HGDP01315	Dai	EAS
sgdp	CHI-007	Thai	EAS
sgdp	HGDP00019	Brahui	SAS
sgdp	Igor21	Igorot	OCE
sgdp	Utsa22	Saami	WEA
sgdp	HGDP00533	French	WEA
sgdp	HGDP00526	French	WEA
sgdp	HGDP01168	Tuscan	WEA
sgdp	HGDP00552	Papuan	OCE
sgdp	HGDP00956	Yakut	CAS
sgdp	HGDP01365	Basque	WEA
sgdp	Sam02	Samaritan	WEA
sgdp	HGDP01079	Sardinian	WEA
sgdp	HGDP00090	Balochi	SAS
sgdp	HGDP00569	Druze	WEA
sgdp	HGDP00932	Yoruba	AFR
sgdp	HGDP01012	Karitiana	AMR
sgdp	NA15761	Icelandic	WEA
sgdp	YemeniteJew5433	Yemenite_Jew	WEA
sgdp	HGDP01199	Mandenka	AFR
sgdp	armenia293	Armenian	WEA
sgdp	NA15728	Czech	WEA
sgdp	K4	Kapu	SAS
sgdp	Bu16	Burmese	EAS
sgdp	NOR111	Norwegian	WEA
sgdp	HGDP00660	Bougainville	OCE
sgdp	HGDP01308	Dai	EAS
sgdp	HGDP01240	Hezhen	EAS
sgdp	mixe0042	Mixe	AMR
sgdp	HGDP00216	Pathan	SAS
sgdp	HGDP01098	Tujia	EAS
sgdp	HGDP00160	Makrani	SAS
sgdp	Bishkek28440	Kyrgyz	CAS
sgdp	HGDP01163	Tuscan	WEA
sgdp	HGDP00951	Yakut	CAS
sgdp	HGDP00785	Han	EAS
sgdp	Kusunda15	Kusunda	SAS
sgdp	Dus22	Dusun	OCE
sgdp	Est400	Estonian	WEA
sgdp	HGDP00982	Mbuti	AFR
sgdp	NA13607	Ami	EAS
sgdp	HGDP00773	Japanese	EAS
sgdp	R3	Relli	SAS
ggvp	SC_GMJOL5309930	GWJ	AFR
ggvp	SC_GMJOL5309891	GWJ	AFR
ggvp	SC_GMFUL5306338	GWF	AFR
ggvp	SC_GMFUL5309700	GWF	AFR
ggvp	SC_GMFUL5306371	GWF	AFR
ggvp	SC_GMFUL5309748	GWF	AFR
ggvp	SC_GMFUL5309717	GWF	AFR
ggvp	SC_GMFUL5306408	GWF	AFR
ggvp	SC_GMFUL5306395	GWF	AFR
ggvp	SC_GMFUL5306427	GWF	AFR
ggvp	SC_GMFUL5306345	GWF	AFR
ggvp	SC_GMFUL5306340	GWF	AFR
ggvp	SC_GMFUL5309781	GWF	AFR
ggvp	SC_GMFUL5306369	GWF	AFR
ggvp	SC_GMFUL5306388	GWF	AFR
ggvp	SC_GMFUL5306357	GWF	AFR
ggvp	SC_GMJOL5309979	GWJ	AFR
ggvp	SC_GMJOL5309948	GWJ	AFR
ggvp	SC_GMFUL5306383	GWF	AFR
ggvp	SC_GMFUL5306415	GWF	AFR
ggvp	SC_GMFUL5306352	GWF	AFR
ggvp	SC_GMFUL5306351	GWF	AFR
ggvp	SC_GMFUL5309755	GWF	AFR
ggvp	SC_GMFUL5306375	GWF	AFR
ggvp	SC_GMFUL5306399	GWF	AFR
ggvp	SC_GMFUL5306407	GWF	AFR
ggvp	SC_GMFUL5306344	GWF	AFR
ggvp	SC_GMFUL5309747	GWF	AFR
ggvp	SC_GMJOL5309917	GWJ	AFR
ggvp	SC_GMJOL5309911	GWJ	AFR
ggvp	SC_GMJOL5309981	GWJ	AFR
ggvp	SC_GMJOL5309935	GWJ	AFR
ggvp	SC_GMJOL5309950	GWJ	AFR
ggvp	SC_GMJOL5309959	GWJ	AFR
ggvp	SC_GMJOL5309974	GWJ	AFR
ggvp	SC_GMJOL5309896	GWJ	AFR
ggvp	SC_GMFUL5306410	GWF	AFR
ggvp	SC_GMJOL5309904	GWJ	AFR
ggvp	SC_GMFUL5306390	GWF	AFR
ggvp	SC_GMJOL5309928	GWJ	AFR
ggvp	SC_GMWOF5428721	GWW	AFR
ggvp	SC_GMWOF5428745	GWW	AFR
ggvp	SC_GMFUL5306426	GWF	AFR
ggvp	SC_GMWOF5428810	GWW	AFR
ggvp	SC_GMFUL5306421	GWF	AFR
ggvp	SC_GMWOF5428834	GWW	AFR
ggvp	SC_GMFUL5309730	GWF	AFR
ggvp	SC_GMWOF5428858	GWW	AFR
ggvp	SC_GMFUL5306382	GWF	AFR
ggvp	SC_GMWOF5428795	GWW	AFR
ggvp	SC_GMJOL5309980	GWJ	AFR
ggvp	SC_GMWOF5428803	GWW	AFR
ggvp	SC_GMJOL5309973	GWJ	AFR
ggvp	SC_GMWOF5428877	GWW	AFR
ggvp	SC_GMJOL5309942	GWJ	AFR
ggvp	SC_GMWOF5428790	GWW	AFR
ggvp	SC_GMJOL5309966	GWJ	AFR
ggvp	SC_GMWOF5428822	GWW	AFR
ggvp	SC_GMFUL5309716	GWF	AFR
ggvp	SC_GMWOF5428846	GWW	AFR
ggvp	SC_GMFUL5306363	GWF	AFR
ggvp	SC_GMWOF5428815	GWW	AFR
ggvp	SC_GMFUL5309709	GWF	AFR
ggvp	SC_GMWOF5428839	GWW	AFR
ggvp	SC_GMFUL5306387	GWF	AFR
ggvp	SC_GMWOF5428808	GWW	AFR
ggvp	SC_GMJOL5309860	GWJ	AFR
ggvp	SC_GMWOF5428841	GWW	AFR
ggvp	SC_GMJOL5309884	GWJ	AFR
ggvp	SC_GMWOF5428865	GWW	AFR
ggvp	SC_GMWOF5428770	GWW	AFR
ggvp	SC_GMMAN5482162	GWD	AFR
ggvp	SC_GMFUL5306419	GWF	AFR
ggvp	SC_GMMAN5482186	GWD	AFR
ggvp	SC_GMFUL5306356	GWF	AFR
ggvp	SC_GMJOL5309897	GWJ	AFR
ggvp	SC_GMFUL5309773	GWF	AFR
ggvp	SC_GMJOL5309905	GWJ	AFR
ggvp	SC_GMJOL5309961	GWJ	AFR
ggvp	SC_GMJOL5309929	GWJ	AFR
ggvp	SC_GMJOL5309985	GWJ	AFR
ggvp	SC_GMJOL5309835	GWJ	AFR
ggvp	SC_GMJOL5309827	GWJ	AFR
ggvp	SC_GMJOL5309859	GWJ	AFR
ggvp	SC_GMFUL5309711	GWF	AFR
ggvp	SC_GMJOL5309943	GWJ	AFR
ggvp	SC_GMFUL5306349	GWF	AFR
ggvp	SC_GMJOL5309967	GWJ	AFR
ggvp	SC_GMFUL5309735	GWF	AFR
ggvp	SC_GMJOL5309912	GWJ	AFR
ggvp	SC_GMMAN5482233	GWD	AFR
ggvp	SC_GMJOL5309936	GWJ	AFR
ggvp	SC_GMMAN5482290	GWD	AFR
ggvp	SC_GMJOL5309796	GWJ	AFR
ggvp	SC_GMMAN5482322	GWD	AFR
ggvp	SC_GMJOL5309804	GWJ	AFR
ggvp	SC_GMMAN5482283	GWD	AFR
ggvp	SC_GMJOL5309828	GWJ	AFR
ggvp	SC_GMWOF5428707	GWW	AFR
ggvp	SC_GMMAN5482276	GWD	AFR
ggvp	SC_GMWOF5428771	GWW	AFR
ggvp	SC_GMWOF5428737	GWW	AFR
ggvp	SC_GMWOF5428740	GWW	AFR
ggvp	SC_GMWOF5428794	GWW	AFR
ggvp	SC_GMWOF5428827	GWW	AFR
ggvp	SC_GMWOF5428802	GWW	AFR
ggvp	SC_GMWOF5428788	GWW	AFR
ggvp	SC_GMWOF5428826	GWW	AFR
ggvp	SC_GMMAN5482251	GWD	AFR
ggvp	SC_GMWOF5428787	GWW	AFR
ggvp	SC_GMMAN5482220	GWD	AFR
ggvp	SC_GMWOF5428819	GWW	AFR
ggvp	SC_GMMAN5482340	GWD	AFR
ggvp	SC_GMWOF5428833	GWW	AFR
ggvp	SC_GMWOF5428857	GWW	AFR
ggvp	SC_GMMAN5482170	GWD	AFR
ggvp	SC_GMMAN5482225	GWD	AFR
ggvp	SC_GMMAN5482194	GWD	AFR
ggvp	SC_GMMAN5482282	GWD	AFR
ggvp	SC_GMMAN5482202	GWD	AFR
ggvp	SC_GMMAN5482314	GWD	AFR
ggvp	SC_GMWOF5428763	GWW	AFR
ggvp	SC_GMMAN5482299	GWD	AFR
ggvp	SC_GMWOF5428732	GWW	AFR
ggvp	SC_GMMAN5482307	GWD	AFR
ggvp	SC_GMWOF5428744	GWW	AFR
ggvp	SC_GMMAN5482268	GWD	AFR
ggvp	SC_GMWOF5428713	GWW	AFR
ggvp	SC_GMMAN5482232	GWD	AFR
ggvp	SC_GMMAN5482252	GWD	AFR
ggvp	SC_GMMAN5482256	GWD	AFR
ggvp	SC_GMMAN5482221	GWD	AFR
ggvp	SC_GMMAN5482193	GWD	AFR
ggvp	SC_GMMAN5482199	GWD	AFR
ggvp	SC_GMMAN5482201	GWD	AFR
ggvp	SC_GMMAN5482207	GWD	AFR
ggvp	SC_GMMAN5482244	GWD	AFR
ggvp	SC_GMMAN5482163	GWD	AFR
ggvp	SC_GMMAN5482181	GWD	AFR
ggvp	SC_GMMAN5482187	GWD	AFR
ggvp	SC_GMMAN5482213	GWD	AFR
ggvp	SC_GMMAN5482219	GWD	AFR
ggvp	SC_GMWOF5428814	GWW	AFR
ggvp	SC_GMWOF5428838	GWW	AFR
ggvp	SC_GMWOF5428871	GWW	AFR
ggvp	SC_GMMAN5482168	GWD	AFR
ggvp	SC_GMMAN5482240	GWD	AFR
ggvp	SC_GMWOF5428821	GWW	AFR
ggvp	SC_GMWOF5428869	GWW	AFR
ggvp	SC_GMMAN5482308	GWD	AFR
ggvp	SC_GMJOL5309890	GWJ	AFR
ggvp	SC_GMJOL5309922	GWJ	AFR
ggvp	SC_GMJOL5309939	GWJ	AFR
ggvp	SC_GMFUL5306418	GWF	AFR
ggvp	SC_GMFUL5306413	GWF	AFR
ggvp	SC_GMFUL5309722	GWF	AFR
ggvp	SC_GMFUL5306374	GWF	AFR
ggvp	SC_GMFUL5306398	GWF	AFR
ggvp	SC_GMFUL5306406	GWF	AFR
ggvp	SC_GMFUL5306343	GWF	AFR
ggvp	SC_GMFUL5306367	GWF	AFR
ggvp	SC_GMFUL5306355	GWF	AFR
ggvp	SC_GMFUL5309708	GWF	AFR
ggvp	SC_GMFUL5306379	GWF	AFR
ggvp	SC_GMFUL5309741	GWF	AFR
ggvp	SC_GMFUL5306432	GWF	AFR
ggvp	SC_GMWOF5428724	GWW	AFR
ggvp	SC_GMWOF5428748	GWW	AFR
ggvp	SC_GMWOF5428736	GWW	AFR
ggvp	SC_GMWOF5428705	GWW	AFR
ggvp	SC_GMWOF5428729	GWW	AFR
ggvp	SC_GMWOF5428786	GWW	AFR
ggvp	SC_GMWOF5428818	GWW	AFR
ggvp	SC_GMJOL5309852	GWJ	AFR
ggvp	SC_GMJOL5309876	GWJ	AFR
ggvp	SC_GMJOL5309821	GWJ	AFR
ggvp	SC_GMWOF5428762	GWW	AFR
ggvp	SC_GMWOF5428731	GWW	AFR
ggvp	SC_GMWOF5428755	GWW	AFR
ggvp	SC_GMJOL5309965	GWJ	AFR
ggvp	SC_GMJOL5309934	GWJ	AFR
ggvp	SC_GMJOL5309958	GWJ	AFR
ggvp	SC_GMJOL5309895	GWJ	AFR
ggvp	SC_GMJOL5309903	GWJ	AFR
ggvp	SC_GMJOL5309927	GWJ	AFR
ggvp	SC_GMFUL5306348	GWF	AFR
ggvp	SC_GMFUL5309789	GWF	AFR
ggvp	SC_GMFUL5309710	GWF	AFR
ggvp	SC_GMFUL5309703	GWF	AFR
ggvp	SC_GMJOL5309953	GWJ	AFR
ggvp	SC_GMJOL5309977	GWJ	AFR
ggvp	SC_GMJOL5309819	GWJ	AFR
ggvp	SC_GMJOL5309883	GWJ	AFR
ggvp	SC_GMWOF5428820	GWW	AFR
ggvp	SC_GMWOF5428813	GWW	AFR
ggvp	SC_GMWOF5428798	GWW	AFR
ggvp	SC_GMWOF5428806	GWW	AFR
ggvp	SC_GMFUL5306420	GWF	AFR
ggvp	SC_GMJOL5309972	GWJ	AFR
ggvp	SC_GMJOL5309941	GWJ	AFR
ggvp	SC_GMJOL5309898	GWJ	AFR
ggvp	SC_GMJOL5309960	GWJ	AFR
ggvp	SC_GMJOL5309906	GWJ	AFR
ggvp	SC_GMJOL5309984	GWJ	AFR
ggvp	SC_GMFUL5306346	GWF	AFR
ggvp	SC_GMWOF5428851	GWW	AFR
ggvp	SC_GMWOF5428875	GWW	AFR
ggvp	SC_GMMAN5482309	GWD	AFR
ggvp	SC_GMWOF5428849	GWW	AFR
ggvp	SC_GMWOF5428882	GWW	AFR
ggvp	SC_GMFUL5306391	GWF	AFR
ggvp	SC_GMMAN5482234	GWD	AFR
ggvp	SC_GMFUL5306423	GWF	AFR
ggvp	SC_GMMAN5482171	GWD	AFR
ggvp	SC_GMFUL5306360	GWF	AFR
ggvp	SC_GMMAN5482241	GWD	AFR
ggvp	SC_GMFUL5309763	GWF	AFR
ggvp	SC_GMMAN5482195	GWD	AFR
ggvp	SC_GMFUL5306339	GWF	AFR
ggvp	SC_GMMAN5482291	GWD	AFR
ggvp	SC_GMMAN5482323	GWD	AFR
ggvp	SC_GMMAN5482260	GWD	AFR
ggvp	SC_GMMAN5482284	GWD	AFR
ggvp	SC_GMMAN5482316	GWD	AFR
ggvp	SC_GMMAN5482215	GWD	AFR
ggvp	SC_GMMAN5482239	GWD	AFR
ggvp	SC_GMMAN5482176	GWD	AFR
ggvp	SC_GMMAN5482208	GWD	AFR
ggvp	SC_GMMAN5482203	GWD	AFR
ggvp	SC_GMMAN5482227	GWD	AFR
ggvp	SC_GMMAN5482164	GWD	AFR
ggvp	SC_GMFUL5306389	GWF	AFR
ggvp	SC_GMWOF5428863	GWW	AFR
ggvp	SC_GMFUL5306396	GWF	AFR
ggvp	SC_GMWOF5428832	GWW	AFR
ggvp	SC_GMFUL5306404	GWF	AFR
ggvp	SC_GMWOF5428825	GWW	AFR
ggvp	SC_GMMAN5482169	GWD	AFR
ggvp	SC_GMFUL5306341	GWF	AFR
ggvp	SC_GMMAN5482258	GWD	AFR
ggvp	SC_GMJOL5309963	GWJ	AFR
ggvp	SC_GMJOL5309956	GWJ	AFR
ggvp	SC_GMJOL5309951	GWJ	AFR
ggvp	SC_GMJOL5309975	GWJ	AFR
ggvp	SC_GMJOL5309920	GWJ	AFR
ggvp	SC_GMJOL5309944	GWJ	AFR
ggvp	SC_GMJOL5309968	GWJ	AFR
ggvp	SC_GMFUL5306416	GWF	AFR
ggvp	SC_GMFUL5306411	GWF	AFR
ggvp	SC_GMFUL5306353	GWF	AFR
ggvp	SC_GMFUL5309718	GWF	AFR
ggvp	SC_GMFUL5306377	GWF	AFR
ggvp	SC_GMJOL5309812	GWJ	AFR
ggvp	SC_GMJOL5309836	GWJ	AFR
ggvp	SC_GMJOL5309797	GWJ	AFR
ggvp	SC_GMJOL5309805	GWJ	AFR
ggvp	SC_GMJOL5309829	GWJ	AFR
ggvp	SC_GMJOL5309913	GWJ	AFR
ggvp	SC_GMJOL5309937	GWJ	AFR
ggvp	SC_GMJOL5309843	GWJ	AFR
ggvp	SC_GMJOL5309867	GWJ	AFR
ggvp	SC_GMJOL5309925	GWJ	AFR
ggvp	SC_GMJOL5309949	GWJ	AFR
ggvp	SC_GMJOL5309918	GWJ	AFR
ggvp	SC_GMJOL5309982	GWJ	AFR
ggvp	SC_GMFUL5309756	GWF	AFR
ggvp	SC_GMFUL5309701	GWF	AFR
ggvp	SC_GMFUL5309725	GWF	AFR
ggvp	SC_GMWOF5428715	GWW	AFR
ggvp	SC_GMWOF5428739	GWW	AFR
ggvp	SC_GMWOF5428708	GWW	AFR
ggvp	SC_GMWOF5428842	GWW	AFR
ggvp	SC_GMWOF5428866	GWW	AFR
ggvp	SC_GMWOF5428811	GWW	AFR
ggvp	SC_GMMAN5482332	GWD	AFR
ggvp	SC_GMMAN5482293	GWD	AFR
ggvp	SC_GMMAN5482301	GWD	AFR
ggvp	SC_GMMAN5482255	GWD	AFR
ggvp	SC_GMMAN5482192	GWD	AFR
ggvp	SC_GMMAN5482200	GWD	AFR
ggvp	SC_GMMAN5482224	GWD	AFR
ggvp	SC_GMMAN5482248	GWD	AFR
ggvp	SC_GMMAN5482185	GWD	AFR
ggvp	SC_GMMAN5482217	GWD	AFR
ggvp	SC_GMWOF5428835	GWW	AFR
ggvp	SC_GMWOF5428859	GWW	AFR
ggvp	SC_GMWOF5428796	GWW	AFR
ggvp	SC_GMWOF5428804	GWW	AFR
ggvp	SC_GMWOF5428828	GWW	AFR
ggvp	SC_GMWOF5428789	GWW	AFR
ggvp	SC_GMWOF5428861	GWW	AFR
ggvp	SC_GMMAN5482236	GWD	AFR
ggvp	SC_GMMAN5482173	GWD	AFR
ggvp	SC_GMMAN5482197	GWD	AFR
ggvp	SC_GMMAN5482205	GWD	AFR
ggvp	SC_GMMAN5482229	GWD	AFR
ggvp	SC_GMMAN5482231	GWD	AFR
ggvp	SC_GMMAN5482250	GWD	AFR
ggvp	SC_GMMAN5482243	GWD	AFR
ggvp	SC_GMMAN5482180	GWD	AFR
ggvp	SC_GMMAN5482212	GWD	AFR
ggvp	SC_GMWOF5428830	GWW	AFR
ggvp	SC_GMWOF5428854	GWW	AFR
ggvp	SC_GMWOF5428823	GWW	AFR
ggvp	SC_GMWOF5428847	GWW	AFR
ggvp	SC_GMWOF5428816	GWW	AFR
ggvp	SC_GMWOF5428873	GWW	AFR
ggvp	SC_GMMAN5482178	GWD	AFR
ggvp	SC_GMMAN5482274	GWD	AFR
ggvp	SC_GMMAN5482298	GWD	AFR
ggvp	SC_GMMAN5482306	GWD	AFR
ggvp	SC_GMFUL5306354	GWF	AFR
ggvp	SC_GMJOL5309914	GWJ	AFR
ggvp	SC_GMJOL5309899	GWJ	AFR
ggvp	SC_GMJOL5309907	GWJ	AFR
ggvp	SC_GMJOL5309844	GWJ	AFR
ggvp	SC_GMJOL5309868	GWJ	AFR
ggvp	SC_GMJOL5309813	GWJ	AFR
ggvp	SC_GMJOL5309837	GWJ	AFR
ggvp	SC_GMWOF5428778	GWW	AFR
ggvp	SC_GMWOF5428723	GWW	AFR
ggvp	SC_GMWOF5428747	GWW	AFR
ggvp	SC_GMFUL5306412	GWF	AFR
ggvp	SC_GMJOL5309971	GWJ	AFR
ggvp	SC_GMJOL5309940	GWJ	AFR
ggvp	SC_GMJOL5309964	GWJ	AFR
ggvp	SC_GMJOL5309933	GWJ	AFR
ggvp	SC_GMFUL5306397	GWF	AFR
ggvp	SC_GMFUL5306405	GWF	AFR
ggvp	SC_GMFUL5306429	GWF	AFR
ggvp	SC_GMFUL5309738	GWF	AFR
ggvp	SC_GMFUL5306366	GWF	AFR
ggvp	SC_GMFUL5306359	GWF	AFR
ggvp	SC_GMJOL5309945	GWJ	AFR
ggvp	SC_GMJOL5309969	GWJ	AFR
ggvp	SC_GMJOL5309851	GWJ	AFR
ggvp	SC_GMJOL5309875	GWJ	AFR
ggvp	SC_GMJOL5309820	GWJ	AFR
ggvp	SC_GMFUL5309764	GWF	AFR
ggvp	SC_GMFUL5306392	GWF	AFR
ggvp	SC_GMFUL5306400	GWF	AFR
ggvp	SC_GMFUL5309733	GWF	AFR
ggvp	SC_GMFUL5306424	GWF	AFR
ggvp	SC_GMFUL5306361	GWF	AFR
ggvp	SC_GMFUL5309702	GWF	AFR
ggvp	SC_GMFUL5306385	GWF	AFR
ggvp	SC_GMFUL5309719	GWF	AFR
ggvp	SC_GMJOL5309983	GWJ	AFR
ggvp	SC_GMJOL5309952	GWJ	AFR
ggvp	SC_GMJOL5309976	GWJ	AFR
ggvp	SC_GMJOL5309921	GWJ	AFR
ggvp	SC_GMJOL5309957	GWJ	AFR
ggvp	SC_GMJOL5309926	GWJ	AFR
ggvp	SC_GMJOL5309919	GWJ	AFR
ggvp	SC_GMFUL5306431	GWF	AFR
ggvp	SC_GMFUL5306347	GWF	AFR
ggvp	SC_GMWOF5428831	GWW	AFR
ggvp	SC_GMWOF5428855	GWW	AFR
ggvp	SC_GMWOF5428879	GWW	AFR
ggvp	SC_GMWOF5428792	GWW	AFR
ggvp	SC_GMWOF5428800	GWW	AFR
ggvp	SC_GMWOF5428824	GWW	AFR
ggvp	SC_GMWOF5428817	GWW	AFR
ggvp	SC_GMMAN5482211	GWD	AFR
ggvp	SC_GMMAN5482235	GWD	AFR
ggvp	SC_GMMAN5482172	GWD	AFR
ggvp	SC_GMMAN5482228	GWD	AFR
ggvp	SC_GMMAN5482165	GWD	AFR
ggvp	SC_GMMAN5482189	GWD	AFR
ggvp	SC_GMMAN5482292	GWD	AFR
ggvp	SC_GMMAN5482300	GWD	AFR
ggvp	SC_GMMAN5482324	GWD	AFR
ggvp	SC_GMMAN5482348	GWD	AFR
ggvp	SC_GMMAN5482285	GWD	AFR
ggvp	SC_GMMAN5482216	GWD	AFR
ggvp	SC_GMMAN5482177	GWD	AFR
ggvp	SC_GMMAN5482209	GWD	AFR
ggvp	SC_GMMAN5482266	GWD	AFR
ggvp	SC_GMMAN5482191	GWD	AFR
ggvp	SC_GMMAN5482223	GWD	AFR
ggvp	SC_GMMAN5482247	GWD	AFR
ggvp	SC_GMMAN5482184	GWD	AFR
ggvp	SC_GMWOF5428812	GWW	AFR
ggvp	SC_GMWOF5428797	GWW	AFR
ggvp	SC_GMWOF5428805	GWW	AFR
ggvp	SC_GMWOF5428829	GWW	AFR
ggvp	SC_GMWOF5428850	GWW	AFR
ggvp	SC_GMWOF5428874	GWW	AFR
ggvp	SC_GMWOF5428843	GWW	AFR
ggvp	SC_GMWOF5428867	GWW	AFR
ggvp	SC_GMWOF5428906	GWW	AFR
ggvp	SC_GMMAN5482242	GWD	AFR
ggvp	SC_GMWOF5428716	GWW	AFR
ggvp	SC_GMWOF5428728	GWW	AFR
