ID	Assembly_ID	Diversity Set: 447	Selection Set: 369	Population group in Selection analyses	See KING_relatives_allchr if not 0	Sex	Y chr haplogroup	Population	location	Country_of_origin	Continent_region_of_origin	Subregion	Language group	comment	x (rounded for privacy reasons)	y (rounded for privacy reasons)	sample_type	CG_metrics	Unusual_metrics_Junctions	Unusual_metrics_MEIs	Unusual_metrics_SVs	Unusual_metrics_RepeatRegionSNPs	Unusual_metrics_CNVs	publication	dbSNP_version	CG-software version	CG-software format version	ID_chipdata	ID_chipdata_from_data	ID_chipdata_chip_duplicate or pedigree ID for estonians	CG_Sample_ID	Deliverable_ID	Assembly_ID	diversity and selection	approximate #  makers on chip	Illumina bead chip version
RusPi1	GS000014416-ASM	1	1	E&N Europe	0	male	N3a3	Russians-North	Pinega	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		64.7	43.4	blood	normal						this study	135	2.2.0.26	2.2	PIN150_russian_Pinega	PIN150_russian_Pinega		GS01567-DNA_G10	GS000018435-DID	GS000014416-ASM	TRUE	1 000 000	HumanOmni1-Quad
RusPi2	GS000013756-ASM	1	1	E&N Europe	0	male	R1a1a	Russians-North	Pinega	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		64.7	43.4	blood	normal						this study	135	2.2.0.26	2.2	PIN98_russian_Pinega	PIN98_russian_Pinega		GS01567-DNA_D10	GS000018432-DID	GS000013756-ASM	TRUE	1 000 000	HumanOmni1-Quad
RusPs1	GS000016819-ASM	1	1	E&N Europe	0	male	N3a3a	Russians-West	Pskov	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		57.8	28.3	blood	normal						this study	135	2.2.0.26	2.2	GRC12124550	GRC12124550		GS01565-DNA_A01	GS000021424-DID	GS000016819-ASM	TRUE	730 000	HumanOmniExpress
RusPs2	GS000016796-ASM	1	1	E&N Europe	0	male	R1a1a	Russians-West	Pskov	Russia	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		57.8	28.3	blood	normal						this study	135	2.2.0.26	2.2	GRC12124551	GRC12124551		GS01565-DNA_B01	GS000021425-DID	GS000016796-ASM	TRUE	730 000	HumanOmniExpress
Saami4	GS000035024-ASM	1	0		0	male	N3a3b	Saami	Finnmark	Norway	Europe	Northern Europe	Uralic/FennoUgric/Saamic	approximate location in Finnmark	69.9	25.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_D02	GS000035453-DID	GS000035024-ASM	TRUE		
Saami5	GS000035025-ASM	1	0		0	male	N3a3b	Saami	Finnmark	Norway	Europe	Northern Europe	Uralic/FennoUgric/Saamic	approximate location in Finnmark	69.9	25.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_E02	GS000035454-DID	GS000035025-ASM	TRUE		
Saami6	GS000035026-ASM	1	0		0	male	R1a1e	Saami	Finnmark	Norway	Europe	Northern Europe	Uralic/FennoUgric/Saamic	approximate location in Finnmark	69.9	25.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_F02	GS000035455-DID	GS000035026-ASM	TRUE		
Swe1	GS000035109-ASM	1	1	E&N Europe	0	male	R1a1e	Swedes		Sweden	Europe	Northern Europe	Indo-European/Germanic	approximate location (capital)	59.4	18	blood	normal						this study	137	2.4.0.43	2.4	swede_V49245	swede_V49245		GS01548-DNA_A05	GS000035474-DID	GS000035109-ASM	TRUE	1 000 000	HumanOmni1-Quad
Swe2	GS000035240-ASM	1	1	E&N Europe	0	male	R1a1e	Swedes	Nyköping	Sweden	Europe	Northern Europe	Indo-European/Germanic	parents and grandparents from same region	58.8	17	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_E08	GS000035502-DID	GS000035240-ASM	TRUE		
Tatar1	GS000013706-ASM	1	1	Volga-Ural	0	female		Tatars	Turkestan	Kazakhstan	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar	"Born in Turkestan, Kazakhstan. Resident in Laishevo"	43.3	68.2	blood	normal						this study	135	2.2.0.26	2.2	tatar3_1m	tatar3_1m		GS01567-DNA_F03	GS000018378-DID	GS000013706-ASM	TRUE	1 000 000	HumanOmni1-Quad
Tatar3	GS000013704-ASM	1	1	Volga-Ural	0	male	R1a1d	Tatars	Tatarstan_Tuymazinskiy	Russia	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar		54.6	53.8	blood	normal						this study	135	2.2.0.26	2.2	tatar0_1m	tatar0_1m		GS01567-DNA_D03	GS000018376-DID	GS000013704-ASM	TRUE	1 000 000	HumanOmni1-Quad
Tatar2	GS000013705-ASM	1	1	Volga-Ural	0	male	L1b	Tatars	Almaty	Kazakhstan	Europe	Eastern Europe	Altaic/Turkic/Kipchak/Kipchak–Bolgar	Born in Almaty. Resident in Laishevo	43.3	76.9	blood	normal						this study	135	2.2.0.26	2.2	tatar2_1m	tatar2_1m		GS01567-DNA_E03	GS000018377-DID	GS000013705-ASM	TRUE	1 000 000	HumanOmni1-Quad
Udmrd1	GS000016105-ASM	1	1	Volga-Ural	0	female		Udmurds	Udmurt_republic_Starye-Bygi	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		57.2	53.8	blood	Unusal_metrics	1	1	1	1	1	this study	135	2.2.0.26	2.2	udmurd30_1m	udmurd30_1m		GS01567-DNA_A02	GS000018365-DID	GS000016105-ASM	TRUE	1 000 000	HumanOmni1-Quad
Udmrd2	GS000013694-ASM	1	1	Volga-Ural	0	male	N3a1	Udmurds	Udmurt_republic_Karsashur	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic		57.3	54.1	blood	normal						this study	135	2.2.0.26	2.2	udmurd66_1m	udmurd66_1m		GS01567-DNA_B02	GS000018366-DID	GS000013694-ASM	TRUE	1 000 000	HumanOmni1-Quad
Udmrd3	GS000035432-ASM	1	1	Volga-Ural	0	male	N2a1	Udmurds		Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic	Approximate coordinates	57.3	52.8	blood	normal						this study	137	2.4.0.43	2.4	udmurd3	udmurd3		GS01548-DNA_A01	GS000035442-DID	GS000035432-ASM	TRUE	610 000	Human610-Quad v 1.0
Udmrd4	GS000035017-ASM	1	1	Volga-Ural	0	male	N3a1	Udmurds		Russia	Europe	Eastern Europe	Uralic/FennoUgric/Volgaic	Approximate coordinates	57.3	52.8	blood	normal						this study	137	2.4.0.43	2.4	udmurd6	udmurd6		GS01548-DNA_B01	GS000035443-DID	GS000035017-ASM	TRUE	610 000	Human610-Quad v 1.0
UkrnE1	GS000035121-ASM	1	1	E&N Europe	0	male	R1a1b	Ukrainians_east	Sumi_region	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		50.9	34.8	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_E06	GS000035486-DID	GS000035121-ASM	TRUE		
UkrnE2	GS000035174-ASM	1	1	E&N Europe	0	male	R1a1c	Ukrainians_east	Sumi_region	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		50.9	34.8	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_F06	GS000035487-DID	GS000035174-ASM	TRUE		
UkrnE3	GS000035176-ASM	1	1	E&N Europe	0	male	R1a1c	Ukrainians_east	Kharkov_region	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East		50	36.2	blood	Unusal_metrics	1	1	0	0	1	this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_H06	GS000035489-DID	GS000035176-ASM	TRUE		
UkrN1	GS000013755-ASM	1	1	E&N Europe	0	male	R1a1c	Ukrainians_north	Chernigovskaja	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	Chernihivs'ka oblast	51.5	31.4	blood	normal						this study	135	2.2.0.26	2.2	Ucering2209_ukrainian_Tshern	Ucering2209_ukrainian_Tshern		GS01567-DNA_C10	GS000018431-DID	GS000013755-ASM	TRUE	1 000 000	HumanOmni1-Quad
UkrnW1	GS000035175-ASM	1	1	E&N Europe	0	male	R1b8	Ukrainians_west	Rivnens'ka oblast	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	Rovenskayaregion	50.6	26.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_G06	GS000035488-DID	GS000035175-ASM	TRUE		
UkrnW2	GS000035177-ASM	1	1	E&N Europe	0	male	R1a1a	Ukrainians_west	Zhytomyrs'ka oblast	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	Zhitomirregion	50.3	28.7	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_A07	GS000035490-DID	GS000035177-ASM	TRUE		
UkrnW3	GS000035178-ASM	1	1	E&N Europe	0	male	R1a1c	Ukrainians_west	Chernivets'ka oblast	Ukraine	Europe	Eastern Europe	Indo-European/Balto-Slavic/Slavic/East	Chernovitskayaregion	48.3	25.9	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_B07	GS000035491-DID	GS000035178-ASM	TRUE		
UK1	GS000011739-ASM	1	1	S&W Europe	0	male	R1b2	United-Kingdom	NW-Europe	United Kingdom	Europe	Northern Europe	Indo-European/Germanic	Approximate coordinates of population gravity centre / capital	51.5	-0.1	NA	No info						Personal genomes project	132	2.0.3.6	2	NA					GS000011739-ASM	TRUE		
UK2	GS000016441-ASM	1	1	S&W Europe	0	male	E2a1	United-Kingdom	NW-Europe	United Kingdom	Europe	Northern Europe	Indo-European/Germanic	Approximate coordinates of population gravity centre / capital	51.5	-0.1	NA	No info						Personal genomes project	132	2.0.4.14	2	NA					GS000016441-ASM	TRUE		
Veps1	GS000015878-ASM	1	1	E&N Europe	0	female		Vepsas	Vepsskaya_National_Volost	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic		61.4	34.8	blood	normal						this study	135	2.2.0.26	2.2	vepsa11_1m	vepsa11_1m		GS01562-DNA_C02	GS000020369-DID	GS000015878-ASM	TRUE	1 000 000	HumanOmni1-Quad
Veps2	GS000016971-ASM	1	1	E&N Europe	0	male	N3a4	Vepsas	Vepsskaya_National_Volost	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic		61.4	34.8	blood	normal						this study	135	2.2.0.26	2.2	vepsa28	vepsa28		GS01565-DNA_D04	GS000021451-DID	GS000016971-ASM	TRUE	660 000	Human660W-Quad v1.0
Veps3	GS000017632-ASM	1	1	E&N Europe	0	male	I2a	Vepsas	Vepsskaya_National_Volost	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic		61.4	34.8	blood	normal						this study	135	2.2.0.26	2.2	vepsa25	vepsa25		GS01565-DNA_E04	GS000021452-DID	GS000017632-ASM	TRUE	660 000	Human660W-Quad v1.0
Veps4	GS000035244-ASM	1	1	E&N Europe	0	male	N2a1	Vepsas	Drugaya_Reka	Russia	Europe	Eastern Europe	Uralic/FennoUgric/Fennic	Both parents from the same village	61.3	35.5	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_H11	GS000035529-DID	GS000035244-ASM	TRUE		
Koinb1	GS000035686-ASM	1	0		0	male	C2a2a	Koinanbe		Papua New Guinea	Sahul		Papuan		-5.5	144.6	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_D02	GS000036483-DID	GS000035686-ASM	TRUE		
Koinb2	GS000035255-ASM	1	0		0	male	C2a2a	Koinanbe		Papua New Guinea	Sahul		Papuan		-5.5	144.6	saliva	normal						this study	137	2.4.0.43	2.4	KOIN112	KOIN112		GS02529-DNA_E02	GS000036484-DID	GS000035255-ASM	TRUE	610 000	Human610-Quad v 1.0
Koinb3	GS000035258-ASM	1	0		0	male	C2a2a	Koinanbe		Papua New Guinea	Sahul		Papuan		-5.5	144.6	saliva	normal						this study	137	2.4.0.43	2.4	KOIN22	KOIN22		GS02529-DNA_H02	GS000036487-DID	GS000035258-ASM	TRUE	610 000	Human610-Quad v 1.0
Kosip1	GS000035256-ASM	1	0		0	male	M1c	Kosipe		Papua New Guinea	Sahul		Papuan		-8.5	147.2	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_F02	GS000036485-DID	GS000035256-ASM	TRUE		
Kosip2	GS000035260-ASM	1	0		0	male	M1c	Kosipe		Papua New Guinea	Sahul		Papuan		-8.5	147.2	saliva	normal						this study	137	2.4.0.43	2.4	KOSI30	KOSI30		GS02529-DNA_A03	GS000036488-DID	GS000035260-ASM	TRUE	610 000	Human610-Quad v 1.0
Kosip3	GS000035365-ASM	1	0		0	male	M1c	Kosipe		Papua New Guinea	Sahul		Papuan		-8.5	147.2	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_B03	GS000036489-DID	GS000035365-ASM	TRUE		
Aus1	GS000035226-ASM	1	0		0	male	I1a	Wongatha		Australia	Sahul		Australian	2nd degree relative with Aus_2	-17.1	132.5	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_F03	GS000036493-DID	GS000035226-ASM	TRUE		
Aus2	GS000035227-ASM	1	0		0	male	E2a1	Wongatha		Australia	Sahul		Australian	2nd degree relative with Aus_1	-17.1	132.5	saliva	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS02529-DNA_G03	GS000036494-DID	GS000035227-ASM	TRUE		
Altai1	GS000016173-ASM	1	1	S Siberia & Mongolia	0	female		Altaians	"Altai Republic, Ulagansky"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	"grandparents- Telengit, Altai-Kizhi (2), Tubalar"	50.8	88.3	blood	normal						this study	135	2.2.0.26	2.2	altai1_1m	altai1_1m		GS01562-DNA_C04	GS000020385-DID	GS000016173-ASM	TRUE	1 000 000	HumanOmni1-Quad
Altai4	GS000016967-ASM	1	1	S Siberia & Mongolia	0	male	R1a2a	Altaians	"Altai Republic, Ulagansky"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	Telengit	50.8	88.3	blood	normal						this study	135	2.2.0.26	2.2	GRC12124554	GRC12124554		GS01565-DNA_H03	GS000021447-DID	GS000016967-ASM	TRUE	730 000	HumanOmniExpress
Altai3	GS000016174-ASM	1	1	S Siberia & Mongolia	0	male	R1a2a	Altaians	"Altai Republic, Shebalinsky"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	Kizhi	51.3	85.4	blood	normal						this study	135	2.2.0.26	2.2	altai3_1m	altai3_1m		GS01562-DNA_D04	GS000020386-DID	GS000016174-ASM	TRUE	1 000 000	HumanOmni1-Quad
Altai2	GS000020512-ASM	1	1	S Siberia & Mongolia	0	female		Altaians	"Altai Republic, Kaysyn"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	Kizhi	51	84.6	blood	normal						this study	137	2.4.0.37	2.4	Alt179	Alt179		GS02091-DNA_G07	GS000027574-DID	GS000020512-ASM	TRUE	730 000	HumanOmniExpress
Altai5	GS000022439-ASM	1	1	S Siberia & Mongolia	0	male	R1a2c	Altaians	"Altai Republic, Kaysyn"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	Kizhi	51	84.6	blood	normal						this study	137	2.4.0.43	2.4	Alt180	Alt180		GS02079-DNA_D01	GS000027575-DID	GS000022439-ASM	TRUE	730 000	HumanOmniExpress
Altai6	GS000022440-ASM	1	1	S Siberia & Mongolia	0	male	C3g	Altaians	"Altai Republic, Kaysyn"	Russia	Siberia	South Siberia	Altaic/Turkic/Siberian/Altai-Sayan/Altai	Kizhi	51	84.6	blood	normal						this study	137	2.4.0.43	2.4	Alt194	Alt194		GS02079-DNA_E01	GS000027578-DID	GS000022440-ASM	TRUE	730 000	HumanOmniExpress
Bur6	GS000014629-ASM	0	1	S Siberia & Mongolia	0	female		Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	average coordinates of parents	52	104.9	blood	normal						this study	135	2.2.0.26	2.2	buriat6_1m	buriat6_1m		GS01567-DNA_G11	GS000018443-DID	GS000014629-ASM	TRUE	1 000 000	HumanOmni1-Quad
Bur11	GS000013761-ASM	1	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	average coordinates of parents	53.8	102.8	blood	normal						this study	135	2.2.0.26	2.2	buriat11_1m	buriat11_1m		GS01567-DNA_A11	GS000018437-DID	GS000013761-ASM	TRUE	1 000 000	HumanOmni1-Quad
Bur2	GS000014418-ASM	0	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	average coordinates of parents	52.9	108.4	blood	normal						this study	135	2.2.0.26	2.2	buriat2_1m	buriat2_1m		GS01567-DNA_B11	GS000018438-DID	GS000014418-ASM	TRUE	1 000 000	HumanOmni1-Quad
Bur383	GS000020113-ASM	1	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.37	2.4	Bur383	Bur383		GS02091-DNA_E06	GS000027564-DID	GS000020113-ASM	TRUE	730 000	HumanOmniExpress
Bur530	GS000020126-ASM	0	1	S Siberia & Mongolia	0	male	C3c1a	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.37	2.4	Bur530	Bur530		GS02091-DNA_H06	GS000027567-DID	GS000020126-ASM	TRUE	730 000	HumanOmniExpress
Bur639	GS000020127-ASM	0	1	S Siberia & Mongolia	0	female		Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.37	2.4	Bur639	Bur639		GS02091-DNA_C07	GS000027570-DID	GS000020127-ASM	TRUE	730 000	HumanOmniExpress
Bur406	GS000020491-ASM	0	1	S Siberia & Mongolia	0	male	N3a5	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.37	2.4	Bur406	Bur406		GS02091-DNA_G06	GS000027566-DID	GS000020491-ASM	TRUE	730 000	HumanOmniExpress
Bur561	GS000022436-ASM	1	1	S Siberia & Mongolia	0	female		Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur561	Bur561		GS02079-DNA_A01	GS000032384-DID	GS000022436-ASM	TRUE	730 000	HumanOmniExpress
Bur640	GS000022437-ASM	1	1	S Siberia & Mongolia	0	female		Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur640	Bur640		GS02079-DNA_B01	GS000032387-DID	GS000022437-ASM	TRUE	730 000	HumanOmniExpress
Bur318	GS000022066-ASM	0	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur318	Bur318		GS02078-DNA_A03	GS000032377-DID	GS000022066-ASM	TRUE	730 000	HumanOmniExpress
Bur336	GS000022077-ASM	0	1	S Siberia & Mongolia	0	male	N3a5	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur336	Bur336		GS02078-DNA_C03	GS000032379-DID	GS000022077-ASM	TRUE	730 000	HumanOmniExpress
Bur355	GS000022091-ASM	0	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur355	Bur355		GS02078-DNA_E03	GS000032381-DID	GS000022091-ASM	TRUE	730 000	HumanOmniExpress
Bur361	GS000022092-ASM	1	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur361	Bur361		GS02078-DNA_F03	GS000032382-DID	GS000022092-ASM	TRUE	730 000	HumanOmniExpress
Bur398	GS000022093-ASM	0	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur398	Bur398		GS02078-DNA_G03	GS000032383-DID	GS000022093-ASM	TRUE	730 000	HumanOmniExpress
Bur578	GS000022094-ASM	1	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur578	Bur578		GS02078-DNA_A04	GS000032385-DID	GS000022094-ASM	TRUE	730 000	HumanOmniExpress
Bur350	GS000022090-ASM	0	1	S Siberia & Mongolia	0	male	C3f1	Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur350	Bur350		GS02078-DNA_D03	GS000032380-DID	GS000022090-ASM	TRUE	730 000	HumanOmniExpress
Bur636	GS000022298-ASM	0	1	S Siberia & Mongolia	0	female		Buryats	Buryatia	Russia	Siberia	South Siberia	Altaic/Mongolic/Central	"Russia, Buryatia"	56.3	113	blood	normal						this study	137	2.4.0.43	2.4	Bur636	Bur636		GS02091-DNA_B07	GS000027569-DID	GS000022298-ASM	TRUE	730 000	HumanOmniExpress
Chuk2	GS000014403-ASM	1	1	NE Siberia	1	female		Chukchis	"Chukotka Autonomous Okrug, Anadyr"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	3rd degree relative with Chu5	64.7	177.5	blood	normal						Clemente et al. 2014 AJHG	135	2.2.0.26	2.2	chukchi2_1m	Chu2	chukchi2_1m	GS01567-DNA_D05	GS000018392-DID	GS000014403-ASM	TRUE	1 000 000	HumanOmni1-Quad
Chuk8	GS000014420-ASM	1	1	NE Siberia	0	female		Chukchis	"Chukotka Autonomous Okrug, Anadyr"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan		64.7	177.5	blood	normal						Clemente et al. 2014 AJHG	135	2.2.0.26	2.2	chukchi8_1m	Chu8	chukchi8_1m	GS01567-DNA_E05	GS000018393-DID	GS000014420-ASM	TRUE	1 000 000	HumanOmni1-Quad
Chuk5	GS000020001-ASM	1	1	NE Siberia	1	male	N3a5	Chukchis	"Chukotka Autonomous Okrug, Anadyr"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Chukotka Autonomous Okrug, Anadyr; 3rd degree relative with chukchi1"	64.7	177.5	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Chu5	Chu5		GS02091-DNA_B03	GS000027537-DID	GS000020001-ASM	TRUE	730 000	HumanOmniExpress
Chuk13	GS000020003-ASM	1	1	NE Siberia	0	female		Chukchis	"Chukotka Autonomous Okrug, Anadyr"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Chukotka Autonomous Okrug, Anadyr"	64.7	177.5	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Chu13B	Chu13B		GS02091-DNA_D03	GS000027539-DID	GS000020003-ASM	TRUE	730 000	HumanOmniExpress
Chuk9	GS000020002-ASM	1	1	NE Siberia	0	male	N3a5	Chukchis	"Chukotka Autonomous Okrug, Anadyr"	Russia	Siberia	Northeast Siberia	Chukotko-Kamchatkan	"Russia, Chukotka Autonomous Okrug, Anadyr"	64.7	177.5	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Chu9	Chu9		GS02091-DNA_C03	GS000027538-DID	GS000020002-ASM	TRUE	730 000	HumanOmniExpress
Esk2	GS000019997-ASM	1	1	NE Siberia	0	male	Q1a	Eskimo	"Chukotka, Nov.Chaplino"	Russia	Siberia	Northeast Siberia	Eskimo-Aleutian	"Russia, Chukotka, Nov.Chaplino"	64.5	-172.9	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Esk2	Esk2		GS02091-DNA_C02	GS000027530-DID	GS000019997-ASM	TRUE	730 000	HumanOmniExpress
Esk20	GS000020000-ASM	1	1	NE Siberia	0	female		Eskimo	"Chukotka, Nov.Chaplino"	Russia	Siberia	Northeast Siberia	Eskimo-Aleutian	"Russia, Chukotka, Nov.Chaplino"	64.5	-172.9	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Esk20	Esk20		GS02091-DNA_H02	GS000027535-DID	GS000020000-ASM	TRUE	730 000	HumanOmniExpress
Esk3	GS000019998-ASM	1	1	NE Siberia	0	male	N3a5	Eskimo	"Chukotka, Nov.Chaplino"	Russia	Siberia	Northeast Siberia	Eskimo-Aleutian	"Russia, Chukotka, Nov.Chaplino"	64.5	-172.9	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Esk3	Esk3		GS02091-DNA_D02	GS000027531-DID	GS000019998-ASM	TRUE	730 000	HumanOmniExpress
Esk11	GS000019999-ASM	1	1	NE Siberia	0	female		Eskimo	"Chukotka, Nov.Chaplino"	Russia	Siberia	Northeast Siberia	Eskimo-Aleutian	"Russia, Chukotka, Nov.Chaplino"	64.5	-172.9	blood	normal						Clemente et al. 2014 AJHG	137	2.4.0.37	2.4	Esk11	Esk11		GS02091-DNA_G02	GS000027534-DID	GS000019999-ASM	TRUE	730 000	HumanOmniExpress
Evnk1	GS000014334-ASM	1	1	C Siberia	1	female		Evenks	Sakha_Aldansky_District	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	_________  3rd degree relative with evenkAA7806	58.9	128.7	blood	normal						this study	135	2.2.0.26	2.2	evenkAA7792_1m	evenkAA7792_1m		GS01567-DNA_B04	GS000018382-DID	GS000014334-ASM	TRUE	1 000 000	HumanOmni1-Quad
Evnk5	GS000014336-ASM	0	1	C Siberia	1	female		Evenks	Sakha_Aldansky_District	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	_________  3rd degree relative with evenkAA7792	58.9	128.7	blood	normal						this study	135	2.2.0.26	2.2	evenkAA7806_1m	evenkAA7806_1m		GS01567-DNA_D04	GS000018384-DID	GS000014336-ASM	TRUE	1 000 000	HumanOmni1-Quad
Evnk2	GS000014335-ASM	1	1	C Siberia	0	male	C3c2	Evenks	Sakha_Aldansky_District	Russia	Siberia	Central Siberia	Altaic/Tungusic/Northern	_________	58.9	128.7	blood	normal						this study	135	2.2.0.26	2.2	evenkAA7798_1m	evenkAA7798_1m		GS01567-DNA_C04	GS000018383-DID	GS000014335-ASM	TRUE	1 000 000	HumanOmni1-Quad
