sample	library	sample_accession	source	library_type	population	latitude	longitude	region	sex	coverage	freemix	capmq	insert_size_average	array_non_reference_discordance	library_alias_ENA
HGDP00858	HGDP00858.15947673	ERS474947	sanger	PCRfree	Maya	19	-91	AMERICA	F	35.72	0.00675	22	431.8	0.062904	NA
HGDP00859	HGDP00859.15947685	ERS474948	sanger	PCRfree	Maya	19	-91	AMERICA	F	42.23	0.00869	21	430.8	0.034961	NA
HGDP00860	HGDP00860.15947697	ERS474949	sanger	PCRfree	Maya	19	-91	AMERICA	F	40.73	0.00606	22	427	0.037233	NA
HGDP00861	HGDP00861.15947709	ERS474950	sanger	PCRfree	Maya	19	-91	AMERICA	F	38.07	0.0075	21	428	0.031304	NA
HGDP00862	HGDP00862.15947721	ERS474951	sanger	PCRfree	Maya	19	-91	AMERICA	F	36.63	0.00666	22	434.4	0.030933	NA
HGDP00863	HGDP00863.15947621	ERS474952	sanger	PCRfree	Maya	19	-91	AMERICA	F	37.7	0.00579	22	414.2	0.039911	NA
HGDP00864	HGDP00864.15947640	ERS474953	sanger	PCRfree	Maya	19	-91	AMERICA	F	34.78	0.00784	21	430.6	0.039192	NA
HGDP00865	HGDP00865.15947660	ERS474954	sanger	PCRfree	Maya	19	-91	AMERICA	F	38.72	0.00797	21	427.2	0.040942	NA
HGDP00868	HGDP00868.15947674	ERS474955	sanger	PCRfree	Maya	19	-91	AMERICA	F	34.83	0.00514	23	426.7	0.039742	NA
HGDP00869	HGDP00869.15947686	ERS474956	sanger	PCRfree	Maya	19	-91	AMERICA	F	38.45	0.008	21	440.1	0.037215	NA
HGDP00870	HGDP00870.15947698	ERS474957	sanger	PCRfree	Maya	19	-91	AMERICA	F	39.23	0.00658	22	429.1	0.037744	NA
HGDP00871	HGDP00871.15947710	ERS474958	sanger	PCRfree	Maya	19	-91	AMERICA	F	36.32	0.00707	22	429	0.036456	NA
HGDP00872	HGDP00872.15947722	ERS474959	sanger	PCRfree	Maya	19	-91	AMERICA	F	37.14	0.00821	21	437.7	0.036154	NA
HGDP00873	HGDP00873.15947622	ERS474960	sanger	PCRfree	Maya	19	-91	AMERICA	F	41.93	0.00849	21	421.8	0.032575	NA
HGDP00875	HGDP00875.15947641	ERS474961	sanger	PCRfree	Maya	19	-91	AMERICA	F	33	0.01034	20	426.5	0.051647	NA
HGDP00876	HGDP00876.15947661	ERS474962	sanger	PCRfree	Maya	19	-91	AMERICA	F	37.2	0.0096	20	427.5	0.036515	NA
HGDP00877	HGDP00877.11575313	ERS474963	sanger	PCR	Maya	19	-91	AMERICA	M	35.08	0.00116	29	492.4	0.039521	11318172
HGDP00879	HGDP00879.15665894	ERS474598	sanger	PCRfree	Russian	61	40	EUROPE	M	37.14	0.01153	20	434.2	0.059239	NA
HGDP00880	HGDP00880.15665906	ERS474599	sanger	PCRfree	Russian	61	40	EUROPE	M	36.55	0.00836	21	453.4	0.049586	NA
HGDP00881	HGDP00881.15665919	ERS474600	sanger	PCRfree	Russian	61	40	EUROPE	F	36.22	0.01156	20	441.6	0.034034	NA
HGDP00882	HGDP00882.15665931	ERS474601	sanger	PCRfree	Russian	61	40	EUROPE	M	32.88	0.01811	20	432.9	0.104762	NA
HGDP00883	HGDP00883.15665948	ERS474602	sanger	PCRfree	Russian	61	40	EUROPE	M	33.92	0.0153	20	422.3	0.085714	NA
HGDP00884	HGDP00884.15665974	ERS474603	sanger	PCRfree	Russian	61	40	EUROPE	F	31.8	0.01647	20	436.2	0.073674	NA
HGDP00885	HGDP00885.15665871	ERS474604	sanger	PCRfree	Russian	61	40	EUROPE	F	34.38	0.00817	21	441.9	0.04531	NA
HGDP00886	HGDP00886.15665883	ERS474605	sanger	PCRfree	Russian	61	40	EUROPE	M	43.35	0.01069	20	459.7	0.046917	NA
HGDP00887	HGDP00887.LP6005441-DNA_G10	ERS1042231	sgdp	PCRfree	Russian	61	40	EUROPE	M	39.72	0.00134	28	333.3	0.44952	NA
HGDP00888	HGDP00888.15665895	ERS474607	sanger	PCRfree	Russian	61	40	EUROPE	M	38.12	0.00694	22	434.7	0.050426	NA
HGDP00889	HGDP00889.15665907	ERS474608	sanger	PCRfree	Russian	61	40	EUROPE	F	35.94	0.00915	20	439.6	0.048707	NA
HGDP00890	HGDP00890.15665920	ERS474609	sanger	PCRfree	Russian	61	40	EUROPE	M	40.33	0.01211	20	429.3	0.0489	NA
HGDP00891	HGDP00891.15665932	ERS474610	sanger	PCRfree	Russian	61	40	EUROPE	M	37.2	0.01127	20	410.1	0.058138	NA
HGDP00892	HGDP00892.15665950	ERS474611	sanger	PCRfree	Russian	61	40	EUROPE	M	36.68	0.01284	20	426.7	0.063761	NA
HGDP00893	HGDP00893.15665976	ERS474612	sanger	PCRfree	Russian	61	40	EUROPE	M	38.54	0.01371	20	444.8	0.06918	NA
HGDP00894	HGDP00894.15665872	ERS474613	sanger	PCRfree	Russian	61	40	EUROPE	M	37.48	0.00827	21	446	0.050089	NA
HGDP00895	HGDP00895.15665884	ERS474614	sanger	PCRfree	Russian	61	40	EUROPE	M	34.05	0.00747	21	447.5	0.053825	NA
HGDP00896	HGDP00896.15665896	ERS474615	sanger	PCRfree	Russian	61	40	EUROPE	M	36.38	0.00849	21	434.2	0.050983	NA
HGDP00897	HGDP00897.15665908	ERS474616	sanger	PCRfree	Russian	61	40	EUROPE	M	38.14	0.00997	20	447.6	0.055457	NA
HGDP00898	HGDP00898.15665921	ERS474617	sanger	PCRfree	Russian	61	40	EUROPE	F	39.92	0.012	20	432.9	0.03751	NA
HGDP00899	HGDP00899.15665933	ERS474618	sanger	PCRfree	Russian	61	40	EUROPE	F	36.32	0.00984	20	429.6	0.039593	NA
HGDP00900	HGDP00900.15665952	ERS474619	sanger	PCRfree	Russian	61	40	EUROPE	M	41.01	0.01498	20	438.8	0.065464	NA
HGDP00901	HGDP00901.15665978	ERS474620	sanger	PCRfree	Russian	61	40	EUROPE	F	39.57	0.02172	20	417.7	0.073795	NA
HGDP00902	HGDP00902.15665873	ERS474621	sanger	PCRfree	Russian	61	40	EUROPE	F	34.83	0.00644	22	432.8	0.039453	NA
HGDP00903	HGDP00903.LP6005441-DNA_H10	ERS1042232	sgdp	PCRfree	Russian	61	40	EUROPE	F	38.22	0.00047	33	308.3	0.038358	NA
HGDP00904	HGDP00904.11144839	ERS474125	sanger	PCR	Mandenka	12	-12	AFRICA	M	34.12	0.00035	35	496.9	0.089655	11140675
HGDP00905	HGDP00905.11144851	ERS474126	sanger	PCR	Mandenka	12	-12	AFRICA	M	32.72	0.00038	34	495.9	0.096373	11140676
HGDP00906	HGDP00906.15947701	ERS813224	sanger	PCRfree	Mandenka	12	-12	AFRICA	M	39.64	0.00679	22	412.9	0.099385	NA
HGDP00907	HGDP00907.11144863	ERS474128	sanger	PCR	Mandenka	12	-12	AFRICA	M	34.13	0.0004	34	471.3	0.096464	11140677
HGDP00908	HGDP00908.11144875	ERS474129	sanger	PCR	Mandenka	12	-12	AFRICA	M	34.17	0.00014	39	510.3	0.102673	11140678
HGDP00909	HGDP00909.15947713	ERS813225	sanger	PCRfree	Mandenka	12	-12	AFRICA	F	42.88	0.01242	20	413	0.09107	NA
HGDP00910	HGDP00910.11144887	ERS474131	sanger	PCR	Mandenka	12	-12	AFRICA	F	33.04	0.00093	30	509.7	0.092816	11140679
HGDP00911	HGDP00911.11144804	ERS474132	sanger	PCR	Mandenka	12	-12	AFRICA	M	33.32	0.00033	35	502.6	0.097123	11140680
HGDP00912	HGDP00912.15947725	ERS813226	sanger	PCRfree	Mandenka	12	-12	AFRICA	M	36.23	0.00963	20	415.1	0.10605	NA
HGDP00913	HGDP00913.15947627	ERS813227	sanger	PCRfree	Mandenka	12	-12	AFRICA	M	32.01	0.00597	22	411.9	0.101083	NA
HGDP00914	HGDP00914.11144816	ERS474135	sanger	PCR	Mandenka	12	-12	AFRICA	F	33.48	0.00061	32	500.4	0.094977	11140681
HGDP00915	HGDP00915.LP6005441-DNA_F07	ERS1042267	sgdp	PCRfree	Mandenka	12	-12	AFRICA	F	38.23	0.00000	60	312.1	0.086344	NA
HGDP00917	HGDP00917.15319834	ERS474137	sanger	PCRfree	Mandenka	12	-12	AFRICA	F	32.69	0.01085	20	431.5	0.116145	NA
HGDP00918	HGDP00918.11144828	ERS474138	sanger	PCR	Mandenka	12	-12	AFRICA	F	34	0.0002	37	489.3	0.090152	11140682
HGDP00920	HGDP00920.11144813	ERS474103	sanger	PCR	Yoruba	8	5	AFRICA	F	32.63	0.00056	33	487.9	0.1032	11140657
HGDP00924	HGDP00924.11144825	ERS474104	sanger	PCR	Yoruba	8	5	AFRICA	F	32.05	0.00061	32	495.3	0.101818	11140658
HGDP00925	HGDP00925.11144837	ERS474105	sanger	PCR	Yoruba	8	5	AFRICA	F	32.19	0.00067	32	462.7	0.108544	11140659
HGDP00926	HGDP00926.11144849	ERS474106	sanger	PCR	Yoruba	8	5	AFRICA	F	30.64	0.00147	28	479.6	0.109737	11140660
HGDP00927	HGDP00927_meyer2012	NA	meyer2012	PCR	Yoruba	8	5	AFRICA	M	34.21	0.00455	23	274.7	0.109309	NA
HGDP00928	HGDP00928.LP6005442-DNA_B02	ERS1042283	sgdp	PCRfree	Yoruba	8	5	AFRICA	F	35.17	0.00043	33	318.1	0.090324	NA
HGDP00929	HGDP00929.11144861	ERS474109	sanger	PCR	Yoruba	8	5	AFRICA	M	34.24	0.00048	33	484.5	0.103618	11140661
HGDP00930	HGDP00930.15319822	ERS474110	sanger	PCRfree	Yoruba	8	5	AFRICA	M	35.69	0.01121	20	437	0.117571	NA
HGDP00931	HGDP00931.11144885	ERS474111	sanger	PCR	Yoruba	8	5	AFRICA	M	36.24	0.01186	20	495.8	0.153557	11140663
HGDP00932	HGDP00932.LP6005442-DNA_A02	ERS1042284	sgdp	PCRfree	Yoruba	8	5	AFRICA	M	34.3	0.00016	37	322.6	0.09055	NA
HGDP00933	HGDP00933.11144802	ERS474113	sanger	PCR	Yoruba	8	5	AFRICA	F	34.55	0.00041	34	497.8	0.106252	11140664
HGDP00934	HGDP00934.11144814	ERS474114	sanger	PCR	Yoruba	8	5	AFRICA	F	35.84	0.00046	33	483.3	0.096079	11140665
HGDP00935	HGDP00935.11144826	ERS474115	sanger	PCR	Yoruba	8	5	AFRICA	F	36.17	0.00095	30	486.7	0.090333	11140666
HGDP00936	HGDP00936.SS6004475	ERS1358129	sgdp	PCR	Yoruba	8	5	AFRICA	M	40.02	0.00040	33	332.7	0.075583	NA
HGDP00937	HGDP00937.11144838	ERS474117	sanger	PCR	Yoruba	8	5	AFRICA	M	34.18	0.00086	31	524.8	0.093587	11140667
HGDP00938	HGDP00938.11144850	ERS474118	sanger	PCR	Yoruba	8	5	AFRICA	F	27.9	0.00051	33	486.4	0.101678	11140668
HGDP00939	HGDP00939.11144862	ERS474119	sanger	PCR	Yoruba	8	5	AFRICA	F	34.53	0.0005	33	477.3	0.098772	11140669
HGDP00940	HGDP00940.11144874	ERS474120	sanger	PCR	Yoruba	8	5	AFRICA	M	36.3	0.00056	33	478.2	0.094631	11140670
HGDP00941	HGDP00941.11144886	ERS474121	sanger	PCR	Yoruba	8	5	AFRICA	M	37.67	0.0005	33	487.8	0.089957	11140671
HGDP00942	HGDP00942.11144803	ERS474122	sanger	PCR	Yoruba	8	5	AFRICA	M	35.18	0.00092	30	492.8	0.109698	11140672
HGDP00943	HGDP00943.11144815	ERS474123	sanger	PCR	Yoruba	8	5	AFRICA	M	36.23	0.00043	34	482.6	0.093691	11140673
HGDP00944	HGDP00944.11144827	ERS474124	sanger	PCR	Yoruba	8	5	AFRICA	M	35.35	0.00251	26	503.2	NA	11140674
HGDP00945	HGDP00945.11575283	ERS474354	sanger	PCR	Yakut	63	129.5	EAST_ASIA	M	36.48	0.00069	32	492	0.037908	11318121
HGDP00946	HGDP00946.15362764	ERS474355	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	34.62	0.0123	20	451.2	0.059519	NA
HGDP00947	HGDP00947.11575295	ERS474356	sanger	PCR	Yakut	63	129.5	EAST_ASIA	M	35.99	0.00065	32	466.7	0.035346	11318122
HGDP00948	HGDP00948.11575307	ERS474357	sanger	PCR	Yakut	63	129.5	EAST_ASIA	M	35.36	0.00081	31	465.9	0.045641	11318123
HGDP00949	HGDP00949.15362681	ERS474358	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	30.29	0.01057	20	458.8	0.069133	NA
HGDP00950	HGDP00950.15362693	ERS474359	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	27.87	0.0092	20	444.3	0.07457	NA
HGDP00951	HGDP00951.LP6005443-DNA_D02	ERS1255089	sgdp	PCRfree	Yakut	63	129.5	EAST_ASIA	M	47	0.00062	32	313.7	0.032611	NA
HGDP00952	HGDP00952.15362705	ERS474361	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	27.9	0.01136	20	458.4	0.088766	NA
HGDP00953	HGDP00953.15362717	ERS474362	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	29.58	0.01193	20	454.9	0.086795	NA
HGDP00954	HGDP00954.15362729	ERS474363	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	34.45	0.01162	20	453.2	0.059967	NA
HGDP00955	HGDP00955.15362741	ERS474364	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	31.16	0.00974	20	441	0.04701	NA
HGDP00956	HGDP00956.LP6005442-DNA_F01	ERS1255042	sgdp	PCRfree	Yakut	63	129.5	EAST_ASIA	F	39.19	0.00118	29	342.2	0.034589	NA
HGDP00957	HGDP00957.15362753	ERS474366	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	38.75	0.01539	20	466.9	0.049355	NA
HGDP00958	HGDP00958.15362765	ERS474367	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	45.08	0.01381	20	452.5	0.144094	NA
HGDP00959	HGDP00959.15362682	ERS474368	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	28.59	0.00833	21	458.9	0.053898	NA
HGDP00960	HGDP00960.15362694	ERS474369	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	29.43	0.00881	21	451.2	0.063758	NA
HGDP00961	HGDP00961.15362706	ERS474370	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	27.82	0.01206	20	461.3	0.098597	NA
HGDP00962	HGDP00962.15362718	ERS474371	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	31.53	0.00972	20	461.2	0.061137	NA
HGDP00963	HGDP00963.15362730	ERS474372	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	33.05	0.01164	20	461.5	0.047583	NA
HGDP00964	HGDP00964.15362742	ERS474373	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	30.1	0.01039	20	446.5	0.075681	NA
HGDP00965	HGDP00965.15362754	ERS474374	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	31.29	0.01152	20	465.9	0.063935	NA
HGDP00966	HGDP00966.15362766	ERS474375	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	32.2	0.01226	20	448.9	0.059958	NA
HGDP00967	HGDP00967.15362683	ERS474376	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	F	30.69	0.01016	20	449.6	0.050008	NA
HGDP00968	HGDP00968.15362695	ERS474377	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	24.92	0.00839	21	534.8	0.088805	NA
HGDP00969	HGDP00969.15362707	ERS474378	sanger	PCRfree	Yakut	63	129.5	EAST_ASIA	M	29.22	0.01083	20	456.4	0.076455	NA
HGDP00970	HGDP00970.15947699	ERS474970	sanger	PCRfree	Colombian	3	-68	AMERICA	F	36.31	0.00558	23	435.1	0.030352	NA
HGDP00971	HGDP00971.15319801	ERS474171	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	31.51	0.00924	20	439.3	0.055714	NA
HGDP00972	HGDP00972.15319813	ERS474172	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	30.92	0.02251	20	436	0.168086	NA
HGDP00973	HGDP00973.15319825	ERS474173	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	35.44	0.01187	20	441.6	0.051444	NA
HGDP00974	HGDP00974.15319837	ERS474174	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	34.33	0.01028	20	427.5	0.043969	NA
HGDP00975	HGDP00975.15319849	ERS474175	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	34.15	0.00966	20	441.2	0.03852	NA
HGDP00976	HGDP00976.15319861	ERS474176	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	28.98	0.01524	20	433.5	0.104786	NA
HGDP00977	HGDP00977.15319778	ERS474177	sanger	PCRfree	Han	32.3	114	EAST_ASIA	M	33.26	0.00765	21	416.5	0.048095	NA
HGDP00982	HGDP00982.SS6004471	ERS1358125	sgdp	PCR	Mbuti	1	29	AFRICA	M	38.71	0.00067	31	335.8	NA	NA
HGDP00984	HGDP00984.11144799	ERS474076	sanger	PCR	Mbuti	1	29	AFRICA	M	38.35	0.00029	35	501.4	0.120549	11140640
HGDP00985	HGDP00985.11144857	ERS474060	sanger	PCR	Biaka	4	17	AFRICA	M	32.83	0.00057	32	456.6	0.112479	11140629
HGDP00986	HGDP00986.11144869	ERS474061	sanger	PCR	Biaka	4	17	AFRICA	M	32.98	0.0019	27	511.4	0.116488	11140630
HGDP00987	HGDP00987.LP6005441-DNA_B11	ERS1042176	sgdp	PCRfree	San	-21	20	AFRICA	M	34.15	0.00033	34	319.8	NA	NA
HGDP00991	HGDP00991.LP6005443-DNA_G08	ERS1255120	sgdp	PCRfree	San	-21	20	AFRICA	M	46.17	0.00010	40	281.8	0.116599	NA
HGDP00992	HGDP00992.11144823	ERS474080	sanger	PCR	San	-21	20	AFRICA	M	37.17	0.00047	33	498.3	0.13057	11140642
HGDP00993	HGDP00993.11144847	ERS474084	sanger	PCR	BantuSouthAfrica	-25.6	24.25	AFRICA	M	34.85	0.00061	32	498.9	0.126248	11140644
HGDP00994	HGDP00994.11144859	ERS474085	sanger	PCR	BantuSouthAfrica	-25.6	24.25	AFRICA	M	33.6	0.00028	36	482.6	0.115181	11140645
HGDP00995	HGDP00995.15947643	ERS474979	sanger	PCRfree	Karitiana	-10	-63	AMERICA	F	46.32	0.00583	22	419	0.026469	NA
HGDP00998	HGDP00998_meyer2012	NA	meyer2012	PCR	Karitiana	-10	-63	AMERICA	M	27.72	0.00539	22	261.8	0.077403	NA
HGDP00999	HGDP00999.15947663	ERS474981	sanger	PCRfree	Karitiana	-10	-63	AMERICA	F	36.02	0.00447	23	423.2	0.032343	NA
HGDP01001	HGDP01001.15947676	ERS474982	sanger	PCRfree	Karitiana	-10	-63	AMERICA	F	32.38	0.00739	21	426.9	0.03253	NA
HGDP01009	HGDP01009.11575290	ERS474985	sanger	PCR	Karitiana	-10	-63	AMERICA	M	36.97	0.0002	37	475.1	0.036118	11318178
HGDP01010	HGDP01010.15947712	ERS474986	sanger	PCRfree	Karitiana	-10	-63	AMERICA	F	39.26	0.00682	22	431.4	0.031245	NA
HGDP01012	HGDP01012.LP6005441-DNA_G06	ERS1042261	sgdp	PCRfree	Karitiana	-10	-63	AMERICA	M	44.93	0.00006	42	284.9	0.023219	NA
HGDP01013	HGDP01013.11575302	ERS474988	sanger	PCR	Karitiana	-10	-63	AMERICA	M	37.61	0.00019	37	470.9	0.038648	11318179
HGDP01014	HGDP01014.15947724	ERS474989	sanger	PCRfree	Karitiana	-10	-63	AMERICA	F	36.11	0.00706	22	422.2	0.031516	NA
HGDP01015	HGDP01015.SS6004476	ERS1358130	sgdp	PCR	Karitiana	-10	-63	AMERICA	M	36.16	0.00055	32	328	0.028109	NA
HGDP01018	HGDP01018.LP6005441-DNA_H06	ERS1042262	sgdp	PCRfree	Karitiana	-10	-63	AMERICA	F	38.3	0.00022	36	293.9	0.023725	NA
HGDP01019	HGDP01019.15947625	ERS474992	sanger	PCRfree	Karitiana	-10	-63	AMERICA	M	37.46	0.0058	22	412.4	0.035424	NA
HGDP01021	HGDP01021.15319790	ERS474178	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	32.13	0.00985	20	422.5	0.04606	NA
HGDP01023	HGDP01023.15319802	ERS474179	sanger	PCRfree	Han	32.3	114	EAST_ASIA	F	33.15	0.01079	20	431.3	0.049766	NA
HGDP01027	HGDP01027.15947670	ERS474911	sanger	PCRfree	Bougainville	-6	155	OCEANIA	F	43.23	0.00834	21	427.2	0.055588	NA
HGDP01028	HGDP01028.LP6005443-DNA_E02	ERS1255098	sgdp	PCRfree	BantuSouthAfrica	-25.6	24.25	AFRICA	M	44.76	0.00037	34	307.1	0.092456	NA
HGDP01029	HGDP01029.15319798	ERS474081	sanger	PCRfree	San	-21	20	AFRICA	M	35.63	0.01238	20	438.3	0.151809	NA
HGDP01030	HGDP01030.LP6005443-DNA_G02	ERS1255115	sgdp	PCRfree	BantuSouthAfrica	-25.6	24.25	AFRICA	M	43.71	0.00207	26	305.2	0.111463	NA
HGDP01031	HGDP01031.11144871	ERS474088	sanger	PCR	BantuSouthAfrica	-25.6	24.25	AFRICA	M	34.48	0.00063	32	506.9	0.109072	11140646
HGDP01032	HGDP01032.LP6005441-DNA_A11	ERS1042177	sgdp	PCRfree	San	-21	20	AFRICA	M	37.19	0.00056	32	316.6	0.127531	NA
HGDP01033	HGDP01033.15319810	ERS474089	sanger	PCRfree	BantuSouthAfrica	-25.6	24.25	AFRICA	M	35.7	0.01158	20	435.2	0.139095	NA
HGDP01034	HGDP01034.LP6005443-DNA_F02	ERS1042125	sgdp	PCRfree	BantuSouthAfrica	-25.6	24.25	AFRICA	M	38.94	0.00117	29	338.4	0.100352	NA
HGDP01035	HGDP01035.LP6005441-DNA_F01	ERS1042145	sgdp	PCRfree	BantuSouthAfrica	-25.6	24.25	AFRICA	M	41.05	0.00045	33	299.3	0.09625	NA
HGDP01036	HGDP01036.SS6004473	ERS1358127	sgdp	PCR	San	-21	20	AFRICA	M	39.97	0.00061	32	321.8	0.119969	NA
HGDP01037	HGDP01037.11575265	ERS474929	sanger	PCR	Pima	29	-108	AMERICA	M	34.17	0.00027	36	500.3	0.029733	11318168
HGDP01041	HGDP01041.15947645	ERS475066	sanger	PCRfree	Pima	29	-108	AMERICA	F	33.11	0.00603	22	431.3	0.038046	NA
HGDP01043	HGDP01043.11575277	ERS474931	sanger	PCR	Pima	29	-108	AMERICA	M	29.84	0.00034	35	485.4	0.036797	11318169
HGDP01044	HGDP01044.LP6005441-DNA_F10	ERS1042230	sgdp	PCRfree	Pima	29	-108	AMERICA	F	37.38	0.00002	46	320.1	0.025276	NA
HGDP01047	HGDP01047.LP6005441-DNA_E10	ERS1042229	sgdp	PCRfree	Pima	29	-108	AMERICA	M	42.96	0.00004	43	331.7	0.033468	NA
HGDP01050	HGDP01050.11575289	ERS474934	sanger	PCR	Pima	29	-108	AMERICA	M	33.09	0.00026	36	455.4	0.040881	11318170
HGDP01053	HGDP01053.15947671	ERS474936	sanger	PCRfree	Pima	29	-108	AMERICA	F	35.62	0.00759	21	430.4	0.036543	NA
HGDP01055	HGDP01055.15947684	ERS474937	sanger	PCRfree	Pima	29	-108	AMERICA	M	36.41	0.00833	21	428.4	0.042326	NA
HGDP01056	HGDP01056.15947696	ERS474938	sanger	PCRfree	Pima	29	-108	AMERICA	F	36.24	0.00545	23	428.1	0.033042	NA
HGDP01057	HGDP01057.15947708	ERS474939	sanger	PCRfree	Pima	29	-108	AMERICA	M	40.14	0.00601	22	428.3	0.037543	NA
HGDP01058	HGDP01058.15947720	ERS474940	sanger	PCRfree	Pima	29	-108	AMERICA	F	36.91	0.00565	22	425.5	0.027342	NA
HGDP01059	HGDP01059.15947619	ERS474941	sanger	PCRfree	Pima	29	-108	AMERICA	M	36.83	0.00521	23	421.4	0.033353	NA
HGDP01060	HGDP01060.15947638	ERS474942	sanger	PCRfree	Pima	29	-108	AMERICA	M	65.05	0.00838	21	428.9	0.028549	NA
HGDP01062	HGDP01062.15678136	ERS474721	sanger	PCRfree	Sardinian	40	9	EUROPE	F	36.21	0.00644	22	413.3	0.038533	NA
HGDP01063	HGDP01063.15678148	ERS474722	sanger	PCRfree	Sardinian	40	9	EUROPE	M	35.97	0.00999	20	443.1	0.05109	NA
HGDP01064	HGDP01064.15678065	ERS474723	sanger	PCRfree	Sardinian	40	9	EUROPE	F	34.95	0.00657	22	434	0.036097	NA
HGDP01065	HGDP01065.15678077	ERS474724	sanger	PCRfree	Sardinian	40	9	EUROPE	F	36.43	0.0072	21	451.3	0.038375	NA
HGDP01066	HGDP01066.15678089	ERS474725	sanger	PCRfree	Sardinian	40	9	EUROPE	M	35.29	0.00604	22	438.9	0.045198	NA
HGDP01067	HGDP01067.15678101	ERS474726	sanger	PCRfree	Sardinian	40	9	EUROPE	M	39.24	0.00839	21	438.2	0.042015	NA
HGDP01068	HGDP01068.15678113	ERS474727	sanger	PCRfree	Sardinian	40	9	EUROPE	F	42.12	0.00875	21	441.7	0.042759	NA
HGDP01069	HGDP01069.15678125	ERS474728	sanger	PCRfree	Sardinian	40	9	EUROPE	M	37	0.00709	21	434.9	0.044196	NA
HGDP01070	HGDP01070.15678137	ERS474729	sanger	PCRfree	Sardinian	40	9	EUROPE	F	42.44	0.0103	20	434.7	0.539256	NA
HGDP01071	HGDP01071.15678149	ERS474730	sanger	PCRfree	Sardinian	40	9	EUROPE	M	49.13	0.00991	20	439.8	0.045113	NA
HGDP01072	HGDP01072.15678066	ERS474731	sanger	PCRfree	Sardinian	40	9	EUROPE	F	50.13	0.00475	23	437.6	0.039769	NA
HGDP01073	HGDP01073.15678078	ERS474732	sanger	PCRfree	Sardinian	40	9	EUROPE	M	41.68	0.00614	22	454.6	0.046418	NA
HGDP01074	HGDP01074.15678090	ERS474733	sanger	PCRfree	Sardinian	40	9	EUROPE	F	36.39	0.00496	23	453.6	0.0395	NA
HGDP01075	HGDP01075.15678102	ERS474734	sanger	PCRfree	Sardinian	40	9	EUROPE	M	40.4	0.00887	21	439.2	0.047963	NA
HGDP01076	HGDP01076.SS6004474	ERS1358128	sgdp	PCR	Sardinian	40	9	EUROPE	M	39.37	0.00020	36	331.1	0.038289	NA
HGDP01077	HGDP01077.15678114	ERS474736	sanger	PCRfree	Sardinian	40	9	EUROPE	M	37.24	0.01207	20	427.5	0.054422	NA
HGDP01078	HGDP01078.LP6005441-DNA_D11	ERS1042170	sgdp	PCRfree	Sardinian	40	9	EUROPE	F	34.14	0.00030	35	359.1	0.030525	NA
HGDP01079	HGDP01079.LP6005441-DNA_C11	ERS1042169	sgdp	PCRfree	Sardinian	40	9	EUROPE	M	36.52	0.00016	37	354	0.042386	NA
HGDP01081	HGDP01081.15319786	ERS474077	sanger	PCRfree	Mbuti	1	29	AFRICA	M	33.15	0.01106	20	424.4	0.142628	NA
HGDP01086	HGDP01086.11144881	ERS474062	sanger	PCR	Biaka	4	17	AFRICA	M	37.94	0.00048	33	488.6	0.115963	11140631
HGDP01090	HGDP01090.11144798	ERS474063	sanger	PCR	Biaka	4	17	AFRICA	M	33.03	0.00034	35	487.8	0.114537	11140632
HGDP01094	HGDP01094.11144810	ERS474064	sanger	PCR	Biaka	4	17	AFRICA	M	36.76	0.00027	36	509.4	0.123697	11140633
HGDP01095	HGDP01095.LP6005443-DNA_A02	ERS1255065	sgdp	PCRfree	Tujia	29	109	EAST_ASIA	M	50.04	0.00003	45	295.2	0.030416	NA
HGDP01096	HGDP01096.11575293	ERS474249	sanger	PCR	Tujia	29	109	EAST_ASIA	M	33.33	0.00076	31	446.2	0.045098	11318106
